Species,Trap,Latitude,Longitude,Date_month,NumMosquitos,WnvPresent,Tmax,Tmin,Tavg,DewPoint,WetBulb,PrecipTotal,Tmax_lag1,Tmax_lag2,Tmax_lag3,Tmax_lag4,Tmax_lag5,Tmax_lag6,Tmax_lag7,Tmin_lag1,Tmin_lag2,Tmin_lag3,Tmin_lag4,Tmin_lag5,Tmin_lag6,Tmin_lag7,Tavg_lag1,Tavg_lag2,Tavg_lag3,Tavg_lag4,Tavg_lag5,Tavg_lag6,Tavg_lag7,DewPoint_lag1,DewPoint_lag2,DewPoint_lag3,DewPoint_lag4,DewPoint_lag5,DewPoint_lag6,DewPoint_lag7,WetBulb_lag1,WetBulb_lag2,WetBulb_lag3,WetBulb_lag4,WetBulb_lag5,WetBulb_lag6,WetBulb_lag7,PrecipTotal_lag1,PrecipTotal_lag2,PrecipTotal_lag3,PrecipTotal_lag4,PrecipTotal_lag5,PrecipTotal_lag6,PrecipTotal_lag7,Date_week
CULEX RESTUANS,T135,41.662014,-87.724608,8,1,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS/RESTUANS,T220,41.963976,-87.69181,8,2,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX RESTUANS,T220,41.963976,-87.69181,8,2,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS,T003,41.964242,-87.757639,8,1,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS/RESTUANS,T003,41.964242,-87.757639,8,5,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS,T031,41.801498,-87.763416,8,3,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS/RESTUANS,T031,41.801498,-87.763416,8,5,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX RESTUANS,T031,41.801498,-87.763416,8,3,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS,T082,41.803423,-87.642984,8,2,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS/RESTUANS,T082,41.803423,-87.642984,8,2,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,8,1,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS/RESTUANS,T028,41.986921,-87.689778,8,4,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX RESTUANS,T028,41.986921,-87.689778,8,2,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS/RESTUANS,T017,41.960616,-87.777189,8,2,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS,T012,41.991429,-87.747113,8,1,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS/RESTUANS,T012,41.991429,-87.747113,8,2,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,8,9,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX RESTUANS,T013,41.923738,-87.785288,8,4,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS,T155,41.776156,-87.778927,8,1,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX TERRITANS,T155,41.776156,-87.778927,8,1,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS/RESTUANS,T008,42.008314,-87.777921,8,2,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS,T151,41.916265,-87.800515,8,5,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,8,23,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX RESTUANS,T151,41.916265,-87.800515,8,1,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS/RESTUANS,T016,42.011601,-87.811506,8,9,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX RESTUANS,T148,42.01743,-87.687769,8,1,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS,T080,41.754676,-87.612922,8,1,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS/RESTUANS,T080,41.754676,-87.612922,8,1,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX RESTUANS,T080,41.754676,-87.612922,8,2,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS,T225,41.743402,-87.731435,8,6,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS/RESTUANS,T225,41.743402,-87.731435,8,130,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX RESTUANS,T225,41.743402,-87.731435,8,9,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS,T159,41.732984,-87.649642,8,2,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS/RESTUANS,T159,41.732984,-87.649642,8,3,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX RESTUANS,T159,41.732984,-87.649642,8,1,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS,T009,41.992478,-87.862995,8,1,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS/RESTUANS,T009,41.992478,-87.862995,8,5,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX RESTUANS,T227,41.728495,-87.600963,8,2,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS,T900,41.974689,-87.890615,8,2,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,8,78,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX RESTUANS,T900,41.974689,-87.890615,8,93,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX SALINARIUS,T900,41.974689,-87.890615,8,1,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS,T903,41.957799,-87.930995,8,7,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS/RESTUANS,T903,41.957799,-87.930995,8,87,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX RESTUANS,T903,41.957799,-87.930995,8,39,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS,T209,41.740641,-87.546587,8,2,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS/RESTUANS,T209,41.740641,-87.546587,8,6,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX RESTUANS,T209,41.740641,-87.546587,8,5,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS/RESTUANS,T102,41.750498,-87.605294,8,1,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX RESTUANS,T102,41.750498,-87.605294,8,1,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS,T115,41.673408,-87.599862,8,1,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,8,3,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS,T200,41.678618,-87.559308,8,5,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS/RESTUANS,T200,41.678618,-87.559308,8,5,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS/RESTUANS,T089,41.723195,-87.64997,8,1,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS,T229,41.753411,-87.639817,8,1,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS/RESTUANS,T229,41.753411,-87.639817,8,11,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX RESTUANS,T229,41.753411,-87.639817,8,5,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
CULEX PIPIENS,T090,41.868077,-87.666901,8,1,0,74.0,65.5,70.0,59.0,63.0,0.28,81.5,79.0,85.5,85.0,78.5,75.0,81.5,61.0,63.5,68.0,67.5,57.5,62.0,60.0,71.5,71.5,77.0,76.5,68.5,68.5,71.0,51.0,55.0,62.0,60.5,51.5,59.0,54.5,60.0,62.0,67.5,66.0,59.0,62.5,61.5,0.0,0.0,0.0,0.065,0.0,0.005,0.0,32
