saleprice,street,neighborhood_Blmngtn,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,condition_1_FeedArt,condition_1_Pos,condition_1_Rail,overall_qual,mas_vnr_type_BrkFace,mas_vnr_type_Stone,exter_qual,foundation,bsmt_qual,bsmt_exposure,heating_qc,central_air,electrical,functional,fireplace_qu,garage_finish,paved_drive,sale_type_COD,sale_type_New,sale_type_Others,lot_frontage_imputed,year_built,year_remod/add,mas_vnr_area,bsmtfin_sf_1,total_bsmt_sf,gr_liv_area,full_bath,garage_area,wood_deck_sf,open_porch_sf
168000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,4,1,3,1,1,1,3,2,1,0,0,0,63.79683447237631,1993,1994,0.0,0.0,903.0,1642,2,392.0,290,84
140750,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,2,1,4,1,1,0,0,1,1,0,0,0,60.0,1922,1994,0.0,283.0,738.0,1470,1,624.0,0,0
204000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,4,1,4,1,1,1,3,3,1,0,0,0,60.0,1999,2003,0.0,0.0,938.0,2299,3,482.0,188,30
222500,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,2,1,4,1,4,1,1,1,4,3,1,0,0,0,67.93544417024918,2001,2001,180.0,0.0,884.0,2035,2,434.0,144,48
134500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,3,3,2,1,1,1,0,1,1,0,0,0,69.0,1962,1962,0.0,784.0,925.0,999,1,300.0,150,72
214000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,2,1,4,3,4,1,1,1,4,3,1,0,0,0,45.0,2004,2004,0.0,851.0,1378.0,1378,2,540.0,160,56
119900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,4,2,2,1,1,1,4,1,1,0,0,0,65.0,1939,1950,0.0,507.0,793.0,1118,1,410.0,0,0
118000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,3,1,2,0,0,1,0,0,1,0,0,0,92.0,1955,1955,270.0,133.0,1440.0,1440,2,0.0,0,0
135000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,4,1,1,1,0,2,1,0,0,0,70.0,1960,2002,45.0,588.0,1010.0,1134,1,254.0,0,16
207000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,3,1,3,1,1,1,4,1,0,0,0,0,64.0,1923,2000,0.0,0.0,833.0,1848,1,370.0,0,0
136500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,1,1,3,1,1,1,1,1,4,1,1,0,0,0,60.0,1925,1950,0.0,423.0,1181.0,1694,2,576.0,342,0
107900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,3,1,4,1,1,1,0,1,1,0,0,0,50.0,1954,2000,0.0,0.0,901.0,901,1,281.0,0,0
126000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,3,1,3,1,1,1,4,1,1,0,0,0,54.73787585967706,1938,1950,0.0,52.0,861.0,1409,1,528.0,225,0
215000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,3,4,1,1,1,1,4,3,0,0,0,0,141.0,1960,1960,112.0,639.0,1080.0,1656,1,528.0,210,62
426000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,1,3,1,5,3,4,1,1,1,5,3,1,0,1,0,96.0,2007,2008,272.0,1280.0,1682.0,2332,2,846.0,196,134
147000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,3,1,3,1,1,1,4,1,1,0,0,0,80.0,1950,2007,0.0,607.0,1113.0,1113,1,264.0,0,80
147500,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,3,1,4,1,1,1,4,1,1,0,0,0,64.0,1916,2000,0.0,0.0,816.0,1232,1,440.0,0,0
383000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,1,0,3,1,5,4,4,1,1,1,4,3,1,0,0,0,104.0,2007,2007,480.0,1375.0,1950.0,1950,2,706.0,156,207
241500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,4,3,3,1,1,1,3,3,1,0,0,0,80.0,1988,1988,102.0,929.0,1845.0,1872,2,604.0,197,39
147500,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,4,1,4,1,1,1,0,1,1,0,0,0,63.0,1914,1995,0.0,0.0,676.0,1264,1,400.0,424,0
355000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,1,2,1,5,4,4,1,1,1,4,3,1,0,0,0,101.0,2005,2005,130.0,16.0,1168.0,2500,3,683.0,192,32
109500,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,3,1,3,1,1,1,0,0,1,0,0,0,50.0,1924,1950,0.0,784.0,784.0,784,1,0.0,0,0
45000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,50.0,1940,1950,0.0,0.0,0.0,612,1,308.0,0,0
244400,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,3,2,4,1,1,1,3,1,1,1,0,0,98.86152780766729,1940,1950,0.0,0.0,1032.0,2403,2,349.0,56,0
167000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,3,1,2,1,1,1,4,3,1,0,0,0,80.0,1953,1953,238.0,1285.0,1416.0,1644,1,418.0,110,0
200000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,2,1,4,1,4,1,1,1,0,3,1,0,0,0,65.0,2002,2002,214.0,0.0,860.0,1729,2,542.0,386,63
80000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,3,1,3,1,1,1,0,1,0,0,0,0,50.0,1936,1950,0.0,0.0,830.0,879,1,180.0,0,108
115000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,3,1,2,1,1,1,0,1,0,0,0,0,60.0,1955,1990,0.0,167.0,864.0,864,1,572.0,0,0
139000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,4,1,3,1,0,1,4,2,1,0,0,0,72.0,1956,1956,74.0,616.0,1196.0,1196,1,297.0,0,44
149500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,1,0,3,1,2,1,1,1,3,3,1,0,0,0,74.0,1978,1978,203.0,209.0,672.0,1400,1,440.0,0,0
108000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,3,2,2,1,1,1,4,1,0,0,0,0,60.0,1940,1950,0.0,0.0,755.0,1510,1,296.0,120,0
106250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,60.0,1900,2000,0.0,0.0,0.0,1294,2,0.0,220,114
194000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,1,4,3,4,1,1,1,0,2,1,0,0,0,74.0,2006,2006,0.0,0.0,1240.0,1240,2,826.0,140,93
129500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0,1,0,3,1,4,1,1,1,0,1,1,0,0,0,70.0,1962,1962,51.0,36.0,988.0,988,1,624.0,0,0
126000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,3,1,2,1,1,1,0,1,1,0,0,0,63.0,1968,1968,0.0,0.0,1560.0,1560,2,792.0,0,0
120000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,2,2,2,1,0,0,0,2,1,0,0,0,70.0,1950,1950,0.0,1078.0,1078.0,1368,1,195.0,0,41
213000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,2,1,4,3,4,1,1,1,0,2,1,0,0,0,70.0,2004,2005,109.0,712.0,1473.0,1484,2,606.0,0,35
190000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,4,4,2,1,1,1,2,3,1,0,0,0,40.0,1980,1980,0.0,807.0,1226.0,1226,1,484.0,133,78
183500,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,1,4,1,3,1,1,1,3,3,1,0,0,0,64.73864781443278,1993,1994,112.0,705.0,1160.0,1169,2,402.0,0,26
172000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,3,3,2,1,1,1,3,1,1,0,0,0,93.0,1963,1999,364.0,242.0,725.0,1651,2,276.0,460,46
100000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,3,2,4,1,1,1,4,1,1,0,0,0,67.0,1938,1958,0.0,690.0,816.0,816,1,288.0,0,0
218836,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,2,1,4,1,4,1,1,1,0,2,1,0,0,0,85.0,2007,2007,212.0,56.0,1564.0,1564,2,814.0,0,24
163000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,2,1,4,0,1,1,3,1,1,0,0,0,60.0,1905,2000,0.0,0.0,482.0,1912,2,672.0,0,25
206580,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,1,4,3,4,1,1,1,4,2,1,0,1,0,59.0,2006,2006,0.0,0.0,1510.0,1525,2,534.0,100,18
163990,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,1,4,1,4,1,1,1,4,3,1,0,1,0,65.0,2005,2006,0.0,0.0,728.0,1456,2,390.0,0,24
116500,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,1,3,1,1,1,0,1,0,0,0,0,60.0,1910,2004,0.0,0.0,396.0,1330,1,390.0,0,72
188000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,1,4,1,4,1,1,1,4,3,1,0,0,0,64.59100011710326,2002,2003,0.0,0.0,840.0,1720,2,400.0,138,48
175000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,3,4,1,1,1,3,3,1,0,0,0,76.15792019442452,1966,1966,87.0,602.0,793.0,1280,2,432.0,140,40
182000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,2,0,4,4,3,1,1,1,0,2,1,0,0,0,38.0,1988,1988,0.0,248.0,1166.0,1179,2,480.0,0,108
103000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,2,0,3,1,2,1,1,1,0,2,1,0,0,0,60.0,1926,1980,0.0,0.0,850.0,960,1,576.0,0,0
466500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,1,0,3,1,5,4,4,1,1,1,4,2,1,0,0,0,85.84556843679142,2001,2002,705.0,1282.0,2633.0,2633,2,804.0,314,140
149500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,3,1,2,1,1,1,0,1,1,0,0,0,66.0,1959,1998,0.0,708.0,988.0,988,2,297.0,156,0
142500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,4,1,2,1,1,1,0,1,1,0,0,0,24.0,1978,1978,0.0,632.0,1061.0,1055,2,319.0,108,32
136500,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,3,2,2,1,1,1,0,1,1,0,0,0,54.0,1926,1950,0.0,319.0,1290.0,1422,1,352.0,0,0
137000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,4,1,4,1,1,1,0,1,1,0,0,0,47.67294913297518,1993,1994,0.0,338.0,630.0,1320,2,484.0,0,48
226500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,2,0,4,2,4,1,1,1,5,2,1,0,0,0,63.0,1988,1988,102.0,983.0,1675.0,1688,2,528.0,0,48
171500,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,4,4,3,1,1,1,1,1,1,0,0,0,85.0,1990,1990,0.0,637.0,1300.0,1341,1,506.0,192,0
132500,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,3,3,3,1,1,1,0,1,1,0,0,0,55.0,1976,1976,0.0,483.0,911.0,954,1,576.0,0,0
87500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,72.7888681917237,1949,1950,340.0,0.0,0.0,1040,2,400.0,0,0
223000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,1,1,3,1,4,1,1,1,3,3,1,0,0,0,79.0,2001,2001,513.0,681.0,858.0,1789,2,546.0,0,0
174000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,2,0,3,1,2,1,1,1,4,2,1,1,0,0,80.0,1962,2005,237.0,0.0,1319.0,1537,1,462.0,0,36
142000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,3,1,4,1,1,1,0,3,1,0,0,0,85.0,1951,1991,0.0,741.0,884.0,884,1,270.0,0,0
232600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,2,1,4,1,4,1,1,1,4,2,1,0,1,0,81.0,2006,2006,0.0,0.0,1489.0,1489,2,776.0,0,140
181000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,3,1,1,1,1,1,2,2,1,0,0,0,78.0,1974,1999,99.0,663.0,1040.0,1309,1,484.0,265,0
151400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,4,1,3,1,1,0,4,3,1,0,0,0,42.0,1973,1973,0.0,837.0,942.0,2521,2,576.0,728,20
250000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,1,2,1,4,1,4,1,1,1,4,2,1,0,0,0,98.0,2006,2006,248.0,0.0,1626.0,1634,2,866.0,0,44
196500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,4,1,2,1,1,1,3,1,1,0,0,0,80.0,1988,1988,42.0,394.0,980.0,1714,2,496.0,228,66
185000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,3,1,2,1,0,1,4,1,0,0,0,0,75.0,1879,1987,0.0,0.0,819.0,2454,2,576.0,0,148
113000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,1,0,3,3,2,1,1,1,0,1,1,0,0,0,75.0,1969,1969,200.0,955.0,1216.0,1216,1,336.0,0,0
392000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,2,1,4,3,4,1,1,1,4,2,1,0,1,0,60.0,2007,2007,0.0,945.0,1419.0,1419,2,567.0,140,0
127500,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,4,4,2,1,1,1,0,0,1,0,0,0,35.0,1975,1975,250.0,945.0,945.0,980,2,0.0,0,0
177000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,2,1,4,1,4,1,1,1,0,1,1,0,0,0,24.0,2000,2000,216.0,417.0,756.0,1573,2,440.0,0,32
265000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,2,1,4,3,4,1,1,0,4,2,1,0,0,0,85.0,2004,2004,353.0,0.0,1158.0,2443,2,744.0,193,127
312500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,2,1,5,2,4,1,1,1,3,2,1,0,0,0,106.0,1998,1998,0.0,901.0,1220.0,2362,2,1105.0,147,0
325000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,3,0,3,1,3,1,1,1,4,1,1,0,0,0,75.0,1893,2000,0.0,0.0,1237.0,2775,3,880.0,105,502
275000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,2,0,4,4,3,1,1,0,4,2,1,0,0,0,67.8057142087734,1980,1980,115.0,1733.0,2014.0,2014,2,864.0,462,0
290000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1,0,2,1,4,1,4,1,1,1,3,2,1,0,0,0,82.0,1995,1995,290.0,565.0,1203.0,2520,2,721.0,224,114
169000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,0,1,0,3,4,4,1,1,1,2,3,1,0,0,0,39.0,1974,2002,250.0,126.0,1208.0,1494,2,461.0,296,0
89000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,3,1,3,1,1,1,0,1,1,0,0,0,50.0,1921,1950,0.0,616.0,616.0,616,1,205.0,0,0
180400,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,4,1,3,1,1,1,4,3,1,0,0,0,63.0,1998,1998,0.0,0.0,789.0,1465,2,393.0,0,75
284000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,0,2,1,4,1,4,1,1,1,4,2,1,0,0,0,85.0,2003,2004,296.0,1124.0,3206.0,1629,2,880.0,0,0
114500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,3,1,4,1,0,1,0,2,1,1,0,0,70.0,1958,1958,1.0,456.0,912.0,912,1,275.0,0,0
212900,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,2,1,4,3,4,1,1,1,0,2,1,0,1,0,84.0,2005,2006,196.0,24.0,1552.0,1552,2,782.0,144,20
187100,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,1,4,1,4,1,1,1,0,2,1,0,0,0,67.0,2001,2002,0.0,0.0,1413.0,1430,2,605.0,0,33
176000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,1,1,4,1,3,1,1,1,2,1,1,0,0,0,34.0,1999,1999,1129.0,419.0,729.0,1458,2,440.0,0,32
215000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,4,1,4,1,1,1,4,2,1,0,0,1,94.57295335892756,1968,1968,0.0,813.0,1488.0,1488,2,552.0,0,0
185900,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,1,4,1,4,1,1,1,0,2,1,0,0,0,64.0,2004,2004,0.0,490.0,770.0,1582,2,520.0,0,45
120500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,3,1,2,1,1,1,0,1,1,0,0,0,60.0,1970,1970,0.0,375.0,864.0,864,1,660.0,96,0
192140,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,2,1,4,3,4,1,1,1,4,3,1,0,0,0,60.0,2005,2005,0.0,0.0,732.0,1838,2,372.0,100,40
130500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,3,1,4,1,1,1,5,1,1,0,0,0,60.0,1982,2008,0.0,641.0,816.0,816,1,264.0,0,0
98000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,50.0,1945,1950,0.0,0.0,0.0,1529,2,240.0,92,0
475000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,2,1,4,4,4,1,1,1,4,2,1,0,0,0,91.0,2008,2008,554.0,2085.0,2271.0,2276,2,1348.0,0,0
67000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,2,1,3,1,0,0,0,1,0,0,0,0,60.0,1920,1950,0.0,0.0,961.0,1077,1,338.0,0,0
325624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,1,2,1,5,1,4,1,1,1,4,3,1,0,1,0,86.0,2007,2007,300.0,1288.0,1582.0,2161,1,789.0,178,120
245000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,1,4,1,4,1,1,1,4,2,1,0,0,0,44.0,2002,2002,0.0,1392.0,1409.0,1409,1,576.0,0,144
159000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,0,1,1,3,1,4,1,1,1,0,1,1,0,0,0,66.0,2004,2004,0.0,646.0,1114.0,1114,1,576.0,0,102
156000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,2,1,1,1,0,2,1,0,0,0,79.0,1965,1965,168.0,836.0,1073.0,1073,1,515.0,0,0
555000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,1,3,1,5,4,4,1,1,1,4,3,1,0,0,0,105.0,2008,2008,200.0,1767.0,3094.0,2402,2,672.0,0,72
162500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,1,1,4,1,2,1,1,1,0,1,1,0,0,0,57.61354892039027,1984,1984,0.0,660.0,1232.0,1232,2,516.0,0,0
